Happy,Angry,Surprise,Sad,Fear,no_words,no_misspelled,readability,unique_words,class
0.03,0.09,0.24,0.18,0.47,452,0.05752212389380531,55.24,254,0
0.0,0.0,0.17,0.5,0.33,40,0.475,-305.85,30,0
0.06,0.05,0.23,0.22,0.43,3431,0.009326726901777908,38.86,1878,0
0.0,0.0,0.25,0.25,0.5,53,0.3584905660377358,-41.55,42,0
0.05,0.02,0.13,0.25,0.55,1064,0.02725563909774436,41.29,624,0
0.18,0.07,0.23,0.18,0.34,612,0.042483660130718956,45.96,395,0
0.2,0.14,0.16,0.15,0.34,843,0.0498220640569395,41.19,450,0
0.04,0.04,0.09,0.2,0.63,2462,0.012997562956945572,18.96,1095,0
0,0,0,0,0,1,5.0,-132.59,1,0
0.14,0.05,0.18,0.16,0.47,709,0.1368124118476728,43.32,298,0
0.09,0.05,0.18,0.18,0.5,2926,0.012987012987012988,27.36,1288,0
0.26,0.05,0.34,0.09,0.26,536,0.04664179104477612,57.77,308,0
0.14,0.07,0.14,0.18,0.48,686,0.03498542274052478,17.44,349,0
0.06,0.12,0.39,0.13,0.3,533,0.043151969981238276,48.67,331,0
0.09,0.02,0.07,0.15,0.67,399,0.05764411027568922,55.44,241,0
0.07,0.05,0.18,0.24,0.45,1902,0.029442691903259727,31.51,879,0
0,0,0,0,0,9,1.6666666666666667,3.12,11,0
0.05,0.0,0.26,0.05,0.63,1574,0.041296060991105464,32.83,807,0
0.12,0.02,0.08,0.13,0.64,1316,0.02127659574468085,40.89,613,0
0.23,0.0,0.15,0.19,0.42,802,0.03865336658354115,57.87,422,0
0.05,0.16,0.15,0.16,0.48,2203,0.02224239673172946,-40.4,1812,0
0.1,0.09,0.17,0.17,0.47,1047,0.04202483285577841,7.7,623,0
0.12,0.08,0.23,0.23,0.34,2660,0.011654135338345865,38.05,1521,0
0.6,0.0,0.0,0.0,0.4,65,3.0923076923076924,58.92,25,0
0.06,0.05,0.19,0.17,0.53,6120,0.004084967320261438,41.29,2578,0
0.02,0.02,0.39,0.07,0.5,994,0.02414486921529175,-9.74,615,0
0.05,0.03,0.2,0.17,0.56,9534,0.0027270820222362073,39.16,1500,0
0.44,0.11,0.0,0.11,0.33,70,1.1857142857142857,17.71,60,0
0.0,0.0,0.0,1.0,0.0,3,2.3333333333333335,93.81,3,0
0.11,0.03,0.18,0.2,0.47,1714,0.01691948658109685,35.54,925,0
0.08,0.02,0.1,0.24,0.56,784,0.10076530612244898,-26.26,435,0
0.0,0.12,0.0,0.25,0.62,26,0.7307692307692307,45.72,24,0
0.0,0.0,0.3,0.4,0.3,100,0.2,84.37,80,0
0.34,0.0,0.07,0.07,0.52,1217,0.027937551355792935,6.65,589,0
0.08,0.06,0.22,0.17,0.47,1515,0.019801980198019802,40.08,680,0
0.11,0.02,0.13,0.36,0.38,1214,0.02471169686985173,38.76,560,0
0.0,0.0,1.0,0.0,0.0,12,1.1666666666666667,36.96,12,0
0.05,0.02,0.2,0.31,0.43,697,0.035868005738880916,57.74,409,0
0.02,0.0,0.15,0.04,0.79,279,0.07885304659498207,34.36,145,0
0.14,0.01,0.14,0.21,0.5,657,0.0395738203957382,27.08,371,0
0.08,0.04,0.26,0.15,0.47,2633,0.01139384732244588,13.45,1415,0
0.12,0.0,0.18,0.29,0.41,114,0.18421052631578946,53.41,90,0
0.11,0.06,0.27,0.23,0.33,1590,0.018238993710691823,9.56,660,0
0.0,0.0,0.25,0.25,0.5,53,0.33962264150943394,-41.55,42,0
0.3,0.05,0.11,0.13,0.41,709,0.036671368124118475,-31.02,414,0
0.04,0.0,0.09,0.12,0.75,664,0.03463855421686747,49.86,363,0
0.05,0.06,0.22,0.25,0.43,2673,0.014964459408903853,16.52,1566,0
0.18,0.05,0.25,0.14,0.38,1038,0.025048169556840076,53.58,561,0
0.07,0.03,0.21,0.16,0.53,834,0.03117505995203837,22.35,385,0
0.17,0.0,0.21,0.16,0.45,484,0.05578512396694215,38.55,283,0
0.12,0.0,0.24,0.22,0.42,705,0.04539007092198582,32.46,513,0
0.12,0.04,0.22,0.17,0.44,1217,0.0238290879211175,42.31,654,0
0.04,0.03,0.32,0.21,0.41,1024,0.0263671875,26.34,672,0
0.11,0.04,0.08,0.23,0.53,1844,0.015726681127982648,35.88,872,0
0.07,0.05,0.32,0.19,0.38,1277,0.025058731401722788,38.66,900,0
0.1,0.06,0.16,0.32,0.37,3084,0.010376134889753566,20.15,1288,0
0,0,0,0,0,569,0.08963093145869948,90.97,297,0
0.06,0.03,0.21,0.18,0.51,11840,0.002533783783783784,61.7,3660,0
0.1,0.05,0.18,0.23,0.44,3206,0.009981285090455396,39.2,1400,0
0.0,0.0,0.0,0.25,0.75,37,3.4324324324324325,-55.91,35,0
0.08,0.0,0.24,0.19,0.49,479,0.0918580375782881,-11.51,318,0
0.08,0.01,0.24,0.11,0.55,1628,0.0343980343980344,40.28,663,0
0.15,0.02,0.15,0.38,0.31,5153,0.007762468464971861,33.41,2258,0
0.11,0.09,0.23,0.26,0.32,1011,0.027695351137487636,47.28,691,0
0.09,0.06,0.18,0.12,0.55,1733,0.019619157530294286,47.62,735,0
0.1,0.03,0.08,0.16,0.63,906,0.05739514348785872,47.52,418,0
0.14,0.05,0.39,0.11,0.32,1031,0.026188166828322017,32.4,488,0
0.22,0.05,0.09,0.16,0.47,2147,0.012109920819748486,6.71,775,0
0.12,0.06,0.21,0.06,0.55,867,0.48327566320645904,8.27,509,0
0.24,0.0,0.22,0.18,0.35,570,0.0456140350877193,63.19,325,0
0.08,0.01,0.15,0.16,0.6,718,0.037604456824512536,7.22,383,0
0.0,0.0,0.84,0.0,0.16,497,1.1569416498993963,-51.38,67,0
0.06,0.03,0.06,0.21,0.64,306,0.0784313725490196,45.25,208,0
0.1,0.06,0.24,0.19,0.41,2916,0.009945130315500686,64.85,1392,0
0.07,0.05,0.19,0.17,0.52,1226,0.02365415986949429,2.59,610,0
0.12,0.01,0.13,0.16,0.58,606,0.041254125412541254,32.46,319,0
0.03,0.03,0.47,0.3,0.17,2356,0.014855687606112054,-28.65,1111,0
0.13,0.04,0.15,0.17,0.51,1079,0.027803521779425393,32.57,540,0
0.21,0.0,0.1,0.21,0.49,720,0.05694444444444444,37.23,416,0
0.12,0.04,0.1,0.17,0.57,1506,0.045816733067729085,33.85,629,0
0.11,0.06,0.21,0.21,0.41,2168,0.01429889298892989,22.58,1284,0
0.15,0.02,0.13,0.14,0.56,1932,0.014492753623188406,41.43,856,0
0.08,0.01,0.05,0.2,0.65,5693,0.005445283681714386,34.83,1293,0
0.1,0.04,0.21,0.18,0.47,1754,0.01539338654503991,64.34,778,0
0.02,0.11,0.24,0.04,0.59,523,0.045889101338432124,18.39,314,0
0.14,0.04,0.3,0.15,0.38,2625,0.01219047619047619,53.95,776,0
0.11,0.04,0.23,0.26,0.35,1312,0.022865853658536585,30.64,705,0
0.06,0.03,0.2,0.2,0.52,1103,0.02901178603807797,42.18,574,0
0.0,0.0,0.0,0.0,1.0,6,2.1666666666666665,-35.13,4,0
0.0,0.0,0.0,0.0,1.0,19,7.947368421052632,61.83,11,1
0.67,0.0,0.33,0.0,0.0,473,0.06553911205073996,55.54,175,1
0,0,0,0,0,318,0.10062893081761007,19.51,162,1
0,0,0,0,0,0,0,206.84,1,1
0.0,0.0,0.0,0.0,1.0,288,1.5277777777777777,-40.85,15,1
0.0,0.0,0.0,0.0,1.0,66,0.4090909090909091,49.45,48,1
0.0,0.0,0.25,0.0,0.75,13,1.3076923076923077,69.79,11,1
0.04,0.0,0.04,0.21,0.71,185,0.11351351351351352,49.82,135,1
0.0,0.0,0.0,0.0,1.0,15,1.0666666666666667,92.12,16,1
0.0,0.0,0.0,0.0,1.0,11,2.909090909090909,83.32,9,1
0,0,0,0,0,17,1.1176470588235294,11.92,14,1
0.0,0.08,0.47,0.28,0.17,457,1.0109409190371992,-48.26,135,1
0.0,0.0,0.14,0.0,0.86,354,0.08192090395480225,9.85,208,1
0.0,0.08,0.47,0.28,0.17,457,1.0109409190371992,-48.26,135,1
0.0,0.08,0.47,0.28,0.17,443,1.0383747178329572,-43.6,129,1
0.0,0.0,0.0,1.0,0.0,93,0.25806451612903225,58.69,82,1
0.0,0.1,0.1,0.3,0.5,61,0.32786885245901637,55.95,41,1
0.06,0.06,0.12,0.06,0.69,342,0.06432748538011696,57.4,180,1
0.0,0.08,0.47,0.28,0.17,474,0.9810126582278481,-5.8,144,1
0.0,0.0,0.2,0.0,0.8,315,0.09523809523809523,19.53,184,1
0.0,0.0,0.17,0.0,0.83,69,0.2753623188405797,53.17,54,1
0.0,0.08,0.47,0.28,0.17,474,0.9810126582278481,-5.8,144,1
0.0,0.0,0.0,0.0,1.0,18,0.7777777777777778,81.63,14,1
0.0,0.0,0.0,1.0,0.0,66,0.6060606060606061,90.26,41,1
0.0,0.03,0.06,0.47,0.44,1829,0.015855658829961726,-30.04,725,1
0.0,0.05,0.29,0.05,0.62,851,0.036427732079905996,41.5,306,1
0.0,0.0,0.0,0.33,0.67,54,0.4074074074074074,72.53,41,1
0,0,0,0,0,174,0.28735632183908044,114.62,123,1
0.0,0.0,0.0,0.2,0.8,127,0.1732283464566929,39.03,98,1
0.11,0.0,0.0,0.22,0.67,96,0.22916666666666666,42.38,71,1
0.05,0.03,0.13,0.16,0.63,282,0.08865248226950355,43.22,153,1
0.0,0.14,0.24,0.19,0.43,372,0.056451612903225805,-82.81,119,1
0.2,0.0,0.0,0.4,0.4,43,0.4418604651162791,72.83,36,1
0.11,0.0,0.0,0.22,0.67,96,0.22916666666666666,42.38,71,1
0.14,0.07,0.0,0.0,0.79,255,0.09803921568627451,62.69,66,1
0.0,0.0,0.0,0.0,1.0,112,0.2857142857142857,50.63,80,1
0.0,0.0,0.0,1.0,0.0,1,4.0,121.22,3,1
0,0,0,0,0,53,0.39622641509433965,50.02,51,1
0.15,0.08,0.0,0.08,0.69,88,0.2840909090909091,62.07,63,1
0.25,0.0,0.0,0.5,0.25,15,1.0,63.86,15,1
0.13,0.0,0.0,0.4,0.47,232,0.09051724137931035,56.25,103,1
0.25,0.0,0.0,0.5,0.25,15,1.0,63.86,15,1
0.0,0.08,0.47,0.28,0.17,457,1.0109409190371992,-48.26,135,1
0.0,0.18,0.27,0.09,0.45,129,0.17054263565891473,55.34,88,1
0,0,0,0,0,21,0.9523809523809523,-56.78,19,1
0.04,0.0,0.04,0.29,0.62,147,0.14965986394557823,59.7,89,1
0.0,0.0,0.0,0.0,1.0,109,0.27522935779816515,17.3,89,1
0.03,0.06,0.32,0.16,0.42,207,0.1111111111111111,28.81,124,1
0.0,0.0,0.33,0.33,0.33,49,0.3673469387755102,-37.49,39,1
0.0,0.0,0.0,0.0,1.0,112,0.2857142857142857,50.63,80,1
0.0,0.08,0.47,0.28,0.17,474,0.9810126582278481,-5.8,144,1
0.15,0.08,0.0,0.08,0.69,88,0.2840909090909091,62.07,63,1
0.33,0.0,0.0,0.33,0.33,33,0.5454545454545454,55.74,28,1
0.02,0.07,0.13,0.16,0.62,385,0.10909090909090909,61.87,205,1
0,0,0,0,0,17,4.529411764705882,90.09,7,1
0.0,0.0,0.0,0.2,0.8,1677,0.02564102564102564,40.89,718,1
0.0,0.25,0.25,0.0,0.5,33,0.5151515151515151,63.19,33,1
0.0,0.08,0.47,0.28,0.17,443,1.0383747178329572,-43.6,129,1
0.25,0.0,0.0,0.5,0.25,15,1.0,63.86,15,1
0.0,0.0,0.25,0.25,0.5,91,0.26373626373626374,-15.49,77,1
0.0,0.0,0.0,0.0,1.0,25,1.16,103.12,21,1
0.0,0.0,0.29,0.14,0.57,42,0.4523809523809524,29.86,37,1
0.0,0.12,0.12,0.5,0.25,54,0.42592592592592593,63.66,42,1
0.0,0.06,0.49,0.29,0.17,441,1.0294784580498866,-108.52,127,1
0.16,0.09,0.19,0.16,0.41,800,0.09375,66.23,524,1
0.15,0.08,0.0,0.08,0.69,88,0.2840909090909091,62.07,63,1
0.04,0.0,0.04,0.27,0.65,156,0.14102564102564102,60.01,93,1
0.07,0.04,0.04,0.25,0.61,266,0.09398496240601503,44.44,143,1
0.0,0.0,0.0,0.0,1.0,69,3.8840579710144927,79.77,23,1
0.0,0.06,0.49,0.29,0.17,471,0.9808917197452229,-44.57,142,1
0.0,0.11,0.11,0.17,0.61,213,0.107981220657277,30.6,161,1
0,0,0,0,0,17,4.529411764705882,90.09,7,1
0.0,0.0,0.0,0.0,1.0,179,0.18435754189944134,32.39,104,1
0.0,0.0,0.2,0.6,0.2,106,0.22641509433962265,-6.06,81,1
0.0,0.2,0.0,0.2,0.6,28,0.6428571428571429,46.1,22,1
0.0,0.0,0.0,0.0,1.0,20,0.95,-146.12,19,1
0,0,0,0,0,13,1.0769230769230769,86.71,14,1
0.0,0.0,1.0,0.0,0.0,314,1.3694267515923566,-54.05,29,1
0.0,0.0,0.0,0.43,0.57,19,0.8947368421052632,80.62,14,1
0.0,0.0,0.0,0.0,1.0,660,0.045454545454545456,-3.79,301,1
0.15,0.08,0.0,0.08,0.69,88,0.2840909090909091,62.07,63,1
0.1,0.2,0.1,0.1,0.5,96,0.22916666666666666,44.0,74,1
0.0,0.06,0.49,0.29,0.17,442,1.006787330316742,-109.03,126,1
0.0,0.0,0.33,0.33,0.33,49,0.3673469387755102,-37.49,39,1
0.0,0.0,0.0,0.38,0.62,169,0.1301775147928994,21.74,141,1
0.0,0.0,0.0,0.0,1.0,26,0.6923076923076923,40.01,22,1
0.1,0.1,0.1,0.1,0.6,36,0.5,73.03,35,1
0.0,0.06,0.49,0.29,0.17,442,1.006787330316742,-109.03,126,1
0.11,0.0,0.0,0.22,0.67,96,0.22916666666666666,42.38,71,1
0.0,0.33,0.0,0.0,0.67,30,0.6333333333333333,58.28,25,1
0.0,0.0,1.0,0.0,0.0,11,1.3636363636363635,43.39,11,1
0.11,0.01,0.14,0.11,0.63,1412,0.019830028328611898,57.57,572,1
0.12,0.0,0.25,0.25,0.38,138,0.14492753623188406,71.14,96,1
0.08,0.08,0.08,0.2,0.56,254,0.08661417322834646,25.22,106,1
0,0,0,0,0,143,2.7762237762237763,-31.38,51,1
0.0,0.0,0.0,0.0,1.0,129,0.16279069767441862,55.44,76,1
0.0,0.0,0.0,0.75,0.25,25,0.68,76.22,26,1
0.17,0.0,0.08,0.25,0.5,226,0.13716814159292035,7.7,142,1
0.0,0.0,0.33,0.33,0.33,49,0.3673469387755102,-37.49,39,1
0.0,0.0,0.0,0.5,0.5,227,0.09251101321585903,34.05,172,1
0.33,0.0,0.0,0.33,0.33,12,1.4166666666666667,84.68,3,1
0.0,0.0,0.0,0.0,1.0,156,0.1987179487179487,28.17,114,1
0.5,0.0,0.0,0.33,0.17,286,0.24125874125874125,93.27,185,1
0.2,0.0,0.0,0.4,0.4,43,0.4418604651162791,72.83,36,1
0.0,0.0,0.0,0.5,0.5,15,2.6666666666666665,-63.05,15,1
0.0,0.0,0.0,0.0,1.0,24,0.7083333333333334,67.08,15,1
0.0,0.0,0.0,0.0,1.0,9,1.4444444444444444,89.75,11,1
0.0,0.0,0.29,0.14,0.57,42,0.4523809523809524,29.86,37,1
0.0,0.18,0.09,0.09,0.64,101,0.22772277227722773,22.08,49,1
0.0,0.08,0.47,0.28,0.17,457,1.0109409190371992,-48.26,135,1
0.0,0.12,0.12,0.5,0.25,54,0.4444444444444444,63.66,42,1
0.0,0.12,0.12,0.5,0.25,54,0.4444444444444444,63.66,42,1
0.25,0.0,0.0,0.0,0.75,65,0.3230769230769231,7.93,57,1
0.11,0.0,0.0,0.22,0.67,96,0.22916666666666666,42.38,71,1
0.28,0.03,0.15,0.1,0.44,558,0.04838709677419355,-4.06,311,1
0.06,0.11,0.17,0.28,0.39,131,0.16030534351145037,28.77,105,1
0.0,0.0,0.17,0.33,0.5,578,0.3633217993079585,-15.73,448,1
0.0,0.18,0.0,0.09,0.73,113,0.19469026548672566,16.7,74,1
0.0,0.06,0.49,0.29,0.17,442,1.006787330316742,-109.03,126,1
0.25,0.0,0.0,0.5,0.25,15,1.0,63.86,15,1
0.0,0.0,0.0,0.0,1.0,221,1.5565610859728507,56.52,102,1
0.25,0.0,0.0,0.5,0.25,15,1.0,63.86,15,1
0.0,0.08,0.31,0.0,0.62,164,0.1402439024390244,-3.99,132,1
0.0,0.0,0.0,0.5,0.5,46,0.5,56.25,35,1
0.0,0.06,0.49,0.29,0.17,485,1.002061855670103,-49.35,146,1
0.0,0.0,0.0,1.0,0.0,107,0.22429906542056074,58.48,91,1
0.05,0.0,0.29,0.29,0.38,184,0.10869565217391304,32.26,67,1
0.0,0.0,0.0,0.0,1.0,11,2.909090909090909,83.32,9,1
0.0,0.06,0.49,0.29,0.17,478,1.0292887029288702,-46.91,141,1
0.05,0.0,0.05,0.1,0.8,1021,0.025465230166503428,32.7,418,1
0.0,0.0,0.25,0.0,0.75,155,0.14838709677419354,15.2,65,1
0.07,0.33,0.0,0.07,0.53,445,0.058426966292134834,33.0,265,1
0.2,0.0,0.0,0.2,0.6,210,1.7714285714285714,-1.27,35,1
0.25,0.0,0.0,0.08,0.67,132,0.6060606060606061,78.14,95,1
0.0,0.0,0.25,0.25,0.5,91,0.26373626373626374,-15.49,77,1
0.0,0.0,0.33,0.33,0.33,49,0.3673469387755102,-37.49,39,1
0.0,0.17,0.17,0.33,0.33,216,0.10185185185185185,36.49,118,1
0.0,0.0,0.0,0.0,1.0,17,0.8823529411764706,74.19,17,1
0.0,0.09,0.09,0.27,0.55,196,0.1377551020408163,49.92,143,1
0.09,0.09,0.14,0.14,0.55,138,0.2028985507246377,59.3,89,1
0.0,0.0,0.29,0.14,0.57,42,0.4523809523809524,29.86,37,1
0.0,0.09,0.18,0.27,0.45,105,0.4095238095238095,63.96,31,1
0.43,0.14,0.0,0.29,0.14,200,0.12,45.25,93,1
0,0,0,0,0,8,1.5,29.52,7,1
0.0,0.12,0.12,0.5,0.25,54,0.4074074074074074,72.12,42,1
0.0,0.12,0.12,0.5,0.25,54,0.4074074074074074,63.66,42,1
0.0,0.27,0.18,0.09,0.45,84,0.2261904761904762,71.34,72,1
0,0,0,0,0,49,0.40816326530612246,54.93,34,1
0.0,0.0,0.0,0.4,0.6,132,0.16666666666666666,38.01,113,1
0.0,0.0,0.0,0.2,0.8,69,0.2608695652173913,71.34,54,1
0.0,0.0,0.0,0.0,1.0,112,0.2857142857142857,50.63,80,1
0.0,0.03,0.06,0.47,0.44,1829,0.015855658829961726,-30.04,725,1
0.0,0.0,0.0,0.0,1.0,14,1.1428571428571428,93.14,14,1
0.05,0.02,0.11,0.39,0.43,388,0.211340206185567,68.97,209,1
0,0,0,0,0,879,0.03754266211604096,39.57,302,1
0.01,0.01,0.06,0.05,0.87,996,0.024096385542168676,45.83,457,1
0.0,0.08,0.0,0.17,0.75,60,0.3333333333333333,78.96,44,1
0.17,0.0,0.0,0.33,0.5,28,3.7142857142857144,56.11,28,1
0.07,0.0,0.07,0.07,0.79,111,0.1891891891891892,47.89,75,1
0.55,0.02,0.23,0.0,0.2,858,0.03496503496503497,41.36,478,1
0.0,0.06,0.49,0.29,0.17,466,1.0429184549356223,-51.31,133,1
0.08,0.0,0.0,0.15,0.77,876,0.030821917808219176,31.99,344,1
0.0,0.0,0.06,0.06,0.89,418,0.06220095693779904,48.6,282,1
1.0,0.0,0.0,0.0,0.0,30,0.7,75.71,29,1
0.5,0.0,0.0,0.0,0.5,698,0.045845272206303724,2.52,300,1
0.0,0.0,0.29,0.14,0.57,42,0.4523809523809524,29.86,37,1
0,0,0,0,0,13,1.0769230769230769,86.71,14,1
1.0,0.0,0.0,0.0,0.0,64,0.359375,30.54,56,1
0.0,0.0,0.0,0.0,1.0,55,0.36363636363636365,77.43,43,1
0.0,0.0,0.0,0.2,0.8,31,0.5483870967741935,65.18,24,1
0.08,0.0,0.0,0.08,0.83,81,0.2345679012345679,63.49,63,1
0.0,0.0,0.0,0.14,0.86,383,0.08616187989556136,30.6,239,1
0.0,0.0,0.0,0.0,1.0,11,2.909090909090909,83.32,9,1
0.11,0.16,0.21,0.11,0.42,75,0.29333333333333333,77.53,52,1
0.11,0.16,0.21,0.11,0.42,75,0.29333333333333333,77.53,52,1
0.0,0.0,0.33,0.33,0.33,49,0.3673469387755102,-37.49,39,1
0.25,0.0,0.0,0.5,0.25,21,8.333333333333334,74.56,21,1
0.0,0.08,0.47,0.28,0.17,474,0.9810126582278481,-5.8,144,1
0.0,0.0,0.0,0.14,0.86,55,3.4,-9.92,47,1
0.0,0.0,0.25,0.5,0.25,14,1.0714285714285714,98.21,18,1
0.0,0.0,0.0,0.0,1.0,199,0.135678391959799,52.12,110,1
0.0,0.0,0.0,0.0,1.0,14,1.0,93.14,15,1
0.0,0.0,0.0,0.5,0.5,15,2.8,-63.05,15,1
0.12,0.0,0.12,0.25,0.5,63,0.31746031746031744,81.12,38,1
0,0,0,0,0,66,0.5909090909090909,108.84,51,1
0,0,0,0,0,53,0.39622641509433965,50.02,51,1
0,0,0,0,0,24,0.8333333333333334,60.31,20,1
0.0,0.0,0.33,0.33,0.33,49,0.3673469387755102,-37.49,39,1
0.0,0.08,0.47,0.28,0.17,474,0.9810126582278481,-5.8,144,1
0.0,0.0,0.0,0.0,1.0,69,3.8840579710144927,79.77,23,1
0.0,0.0,0.0,0.5,0.5,15,2.6666666666666665,-63.05,15,1
0.0,0.0,0.0,0.38,0.62,29,0.5862068965517241,55.58,17,1
0.0,0.0,0.0,0.0,1.0,80,0.325,38.72,67,1
0.05,0.0,0.1,0.05,0.81,130,0.14615384615384616,95.98,43,1
0.0,0.0,0.0,0.2,0.8,31,0.5483870967741935,65.18,24,1
0.0,0.09,0.18,0.27,0.45,105,0.4095238095238095,63.96,31,1
0.0,0.08,0.0,0.67,0.25,166,0.13855421686746988,-8.9,130,1
0.06,0.06,0.17,0.17,0.56,187,0.10695187165775401,52.05,59,1
0.0,0.2,0.0,0.6,0.2,39,0.5384615384615384,47.45,37,1
0.0,0.0,0.0,0.33,0.67,23,0.8260869565217391,69.11,16,1
0.05,0.03,0.06,0.34,0.52,732,0.031420765027322405,78.04,233,1
0.0,0.0,0.33,0.33,0.33,49,0.3673469387755102,-37.49,39,1
0.0,0.0,0.0,0.0,1.0,69,3.8840579710144927,79.77,23,1
0.17,0.17,0.08,0.17,0.42,149,0.15436241610738255,-26.84,109,1
0.25,0.0,0.08,0.0,0.67,248,0.12096774193548387,45.15,156,1
0.25,0.0,0.0,0.5,0.25,15,1.0,63.86,15,1
0,0,0,0,0,8,1.5,29.52,7,1
0.07,0.11,0.08,0.13,0.61,2187,0.01188843164151806,20.42,705,1
0.33,0.0,0.0,0.17,0.5,165,0.509090909090909,34.46,86,1
0.0,0.0,0.0,0.0,1.0,38,4.473684210526316,87.55,13,1
0.05,0.03,0.06,0.34,0.52,732,0.031420765027322405,78.04,233,1
0.25,0.0,0.0,0.5,0.25,15,1.7333333333333334,63.86,15,1
0.0,0.0,0.0,0.33,0.67,31,0.5806451612903226,40.01,29,1
0.0,0.06,0.49,0.29,0.17,442,1.006787330316742,-109.03,126,1
0.0,0.08,0.47,0.28,0.17,457,1.0109409190371992,-48.26,135,1
0.0,0.0,0.0,0.17,0.83,34,0.5294117647058824,51.55,30,1
0.5,0.0,0.0,0.0,0.5,698,0.045845272206303724,2.52,300,1
0.0,0.0,0.0,0.0,1.0,71,0.352112676056338,44.3,36,1
0.0,0.08,0.47,0.28,0.17,443,1.0383747178329572,-43.6,129,1
0.0,0.0,0.0,0.0,1.0,156,0.1987179487179487,28.17,114,1
0.0,0.0,0.0,0.0,1.0,51,0.35294117647058826,29.18,51,1
0.0,0.0,0.0,0.0,1.0,45,0.4888888888888889,15.99,33,1
0.0,0.0,0.0,0.0,1.0,69,3.8840579710144927,79.77,23,1
0.0,0.0,0.0,0.6,0.4,30,0.6333333333333333,73.68,30,1
0.0,0.0,0.0,0.17,0.83,34,0.5294117647058824,51.55,30,1
0.04,0.0,0.04,0.28,0.64,169,0.1301775147928994,60.82,98,1
0.0,0.0,0.0,0.0,1.0,71,0.352112676056338,44.3,36,1
0.0,0.0,0.0,0.5,0.5,227,0.09251101321585903,34.05,172,1
0.0,0.0,0.0,0.0,1.0,14,1.0,93.14,15,1
0.0,0.08,0.47,0.28,0.17,457,1.0109409190371992,-48.26,135,1
0.0,0.0,0.0,0.0,1.0,71,0.352112676056338,44.3,36,1
0.0,0.0,0.0,0.29,0.71,44,0.4772727272727273,47.15,44,1
0.0,0.0,0.0,0.17,0.83,34,0.5294117647058824,51.55,30,1
0.0,0.0,0.0,0.0,1.0,112,0.2857142857142857,50.63,80,1
0.0,0.17,0.17,0.0,0.67,492,0.06300813008130081,48.43,278,1
0.0,0.0,0.1,0.3,0.6,59,0.3050847457627119,84.88,46,1
0,0,0,0,0,111,0.21621621621621623,27.15,53,1
0.04,0.0,0.04,0.29,0.62,147,0.14965986394557823,59.7,89,1
0.0,0.0,0.0,0.0,1.0,69,3.8840579710144927,79.77,23,1
0.0,0.08,0.12,0.16,0.64,402,0.05472636815920398,29.82,214,1
0.16,0.03,0.06,0.11,0.64,717,0.030683403068340307,49.65,299,1
0.0,0.0,0.0,0.0,1.0,71,3.859154929577465,98.18,20,1
0.0,0.0,0.33,0.33,0.33,86,0.26744186046511625,-21.92,72,1
0,0,0,0,0,15,1.2,13.61,12,1
0.0,0.06,0.49,0.29,0.17,471,0.9808917197452229,-44.57,142,1
0,0,0,0,0,8,1.5,29.52,7,1
0.0,0.08,0.47,0.28,0.17,474,0.9810126582278481,-5.8,144,1
0.17,0.03,0.15,0.08,0.57,570,0.05789473684210526,28.74,306,1
0.25,0.0,0.0,0.5,0.25,15,1.1333333333333333,90.09,4,1
0.0,0.0,0.0,0.0,1.0,11,2.909090909090909,83.32,9,1
0.0,0.0,0.0,0.0,1.0,308,0.08441558441558442,47.59,188,1
0.0,0.0,0.0,0.0,1.0,9,1.5555555555555556,89.75,11,1
0.0,0.04,0.13,0.17,0.65,154,0.14285714285714285,32.16,86,1
0.0,0.0,0.0,0.2,0.8,31,0.5483870967741935,65.18,24,1
0.07,0.02,0.11,0.13,0.67,308,0.06818181818181818,45.53,193,1
0.11,0.0,0.0,0.22,0.67,96,0.22916666666666666,42.38,71,1
0.0,0.0,0.0,0.33,0.67,43,0.4418604651162791,-146.23,33,1
0.0,0.0,0.0,0.0,1.0,11,2.909090909090909,83.32,9,1
0.04,0.0,0.13,0.09,0.74,158,0.13291139240506328,34.76,108,1
0.0,0.0,0.0,0.5,0.5,23,0.6521739130434783,69.79,22,1
0.0,0.06,0.49,0.29,0.17,441,1.0,-108.52,125,1
0.0,0.0,0.0,0.0,1.0,77,0.5974025974025974,96.01,60,1
0.19,0.0,0.02,0.69,0.1,298,0.07046979865771812,77.43,65,1
0.21,0.07,0.0,0.07,0.64,249,0.4578313253012048,38.46,229,1
0.0,0.0,0.0,0.25,0.75,27,0.7407407407407407,22.27,26,1
0.25,0.0,0.0,0.5,0.25,15,1.6,63.86,15,1
0,0,0,0,0,49,0.40816326530612246,54.93,34,1
0.0,0.2,0.2,0.0,0.6,126,0.1984126984126984,54.69,72,1
0.0,0.0,0.0,0.0,1.0,314,0.08280254777070063,48.81,191,1
0.0,0.0,0.0,0.0,1.0,24,0.7083333333333334,67.08,15,1
0.0,0.12,0.12,0.5,0.25,54,0.4074074074074074,63.66,42,1
0.0,0.0,1.0,0.0,0.0,42,0.42857142857142855,60.82,33,1
0.0,0.0,0.86,0.14,0.0,481,0.07484407484407485,49.65,234,1
0.0,0.0,0.44,0.0,0.56,105,0.2,47.65,86,1
0.0,0.0,0.29,0.14,0.57,42,0.4523809523809524,29.86,37,1
0.03,0.01,0.06,0.17,0.73,1138,0.0210896309314587,44.71,528,1
